id_modismo,modismo,significado,ejemplo,img_1,img_2,img_3,img_4
MULTI_GPT_0036,agarrar,"Obtener o conseguir algo, especialmente de manera veloz, ágil.","Fue Tránsito Ariza la que agarró la ocasión al vuelo y mandó a la viuda para el dormitorio del hijo, con el pretexto de que en el suyo no había lugar.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/agarrar_1/mixed_agarrar_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/agarrar_1/figurative_agarrar_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/ca%C3%B1%C3%B3n/literal_ca%C3%B1%C3%B3n.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/agarrar_1/literal_agarrar_1.png
MULTI_GPT_0037,agarrar,Tomar o iniciar un camino o ruta.,Mi esposa me dijo que nos hiciéramos un fiambre bien sabroso y agarráramos camino para cualquier parte para comérnoslo.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/agarrar_2/figurative_agarrar_2.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/conejero/mixed_conejero.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/agarrar_2/literal_agarrar_2.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/agarrar_2/mixed_agarrar_2.png
MULTI_GPT_0038,agarrón,"Altercado, riña muy fuerte o pelea a golpes.",El agarrón se filtró a los medios y al otro día era la comidilla de las crónicas políticas.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/agarr%C3%B3n/literal_agarr%C3%B3n.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/agarr%C3%B3n/figurative_agarr%C3%B3n.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/greca/figurative_greca.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/agarr%C3%B3n/mixed_agarr%C3%B3n.png
MULTI_GPT_0039,agonía,Hambre.,Tengo una agonía en el estómago que con gusto me comería tu plato también.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/buzo/figurative_buzo.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/agon%C3%ADa/mixed_agon%C3%ADa.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/agon%C3%ADa/literal_agon%C3%ADa.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/agon%C3%ADa/figurative_agon%C3%ADa.png
MULTI_GPT_0040,agonía,Desespero ante algo o alguien por su pasividad y lentitud.,"Como el viejo Anselmo que es una agonía, siempre que le cobro sale con que está sin cinco; y hay que ver lo que gasta esa gente.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/agon%C3%ADa_1/figurative_agon%C3%ADa_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/agon%C3%ADa_1/literal_agon%C3%ADa_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/agon%C3%ADa_1/mixed_agon%C3%ADa_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/bote/figurative_bote.png
MULTI_GPT_0041,agregado,Persona que habita y trabaja en una propiedad rural ajena y que obtiene como ganancia parte de lo producido.,"Sin duda, la mano derecha del finquero es su agregado, de quien depende en muy buena parte la producción, la productividad y la renta que genere la finca.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/juguete/literal_juguete.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/agregado/figurative_agregado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/agregado/mixed_agregado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/agregado/literal_agregado.png
MULTI_GPT_0042,agrio,"Referido a una persona, de mal carácter.","Su abuela paterna, una mujer agria y dominante, la cuidó desde sus cuatro años.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/agrio/figurative_agrio.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/broca/figurative_broca.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/agrio/literal_agrio.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/agrio/mixed_agrio.png
MULTI_GPT_0043,agropecuario,"Referido a una persona, que tiene gustos grotescos, ordinaria.",Siempre que combinaba mal la ropa su tía arribista lo llamaba agropecuario.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/hueso/figurative_hueso.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/agropecuario/literal_agropecuario.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/agropecuario/figurative_agropecuario.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/agropecuario/mixed_agropecuario.png
MULTI_GPT_0044,agua lulo,Fiesta que se hace en horas de la tarde y en la que no se ingieren licores.,"Los jóvenes aprovechaban sus tardes libres para disfrutar de las llamadas 'agua lulo', que eran fiestas en las que se bailaba salsa y se tomaba agua de lulo.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/agua_lulo/figurative_agua_lulo.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/agua_lulo/mixed_agua_lulo.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/guayabo_1/figurative_guayabo_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/agua_lulo/literal_agua_lulo.png
MULTI_GPT_0045,aguas tibias,Ser de carácter poco firme e indeciso.,"Así es Lola Colón, el nombre artístico de este personaje de amores y odios, no es de aguas tibias.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/aguas_tibias/mixed_aguas_tibias.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/aguas_tibias/literal_aguas_tibias.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/aguas_tibias/figurative_aguas_tibias.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/ruso/literal_ruso.png
MULTI_GPT_0046,agáchese,Puesto de venta informal o conjunto de estos puestos en el que se ofrecen diversidad de artículos  en el piso o en mesas muy bajas en los andenes de la ciudad.,La gente empezó a llamar a esos puestos los agáchese por la necesidad del cliente de doblarse por la cintura para alcanzar algún artículo que llamara su atención.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/ag%C3%A1chese/mixed_ag%C3%A1chese.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/ag%C3%A1chese/figurative_ag%C3%A1chese.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/despelucar_1/figurative_despelucar_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/ag%C3%A1chese/literal_ag%C3%A1chese.png
MULTI_GPT_0047,ahogado,"Referido a un político, que ha perdido las elecciones.",Para Concejo su hermano resultó ahogado por un voto.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/ahogado/literal_ahogado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/ahogado/mixed_ahogado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/ahogado/figurative_ahogado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/atajar/literal_atajar.png
MULTI_GPT_0048,ahí,"regular, medianamente",cómo estás? ahí,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/ah%C3%AD/mixed_ah%C3%AD.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/ah%C3%AD/figurative_ah%C3%AD.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mu%C3%B1equera/literal_mu%C3%B1equera.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/ah%C3%AD/literal_ah%C3%AD.png
MULTI_GPT_0049,aire,"Sufrir un dolor muscular en alguna parte del cuerpo, especialmente en la espalda.","Abrí una ventana y tengo aire en el cuello, espalda y cintura.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/aire/figurative_aire.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/aire/mixed_aire.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/aire/literal_aire.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/planta_1/figurative_planta_1.png
MULTI_GPT_0050,ajustar,"Referido a una persona, llegar a cierta edad.","Ella es oriunda de Chiquinquirá, allá conoció a José Vicente, cuando ella apenas ajustaba 15 años.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/calar/mixed_calar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/ajustar/literal_ajustar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/ajustar/mixed_ajustar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/ajustar/figurative_ajustar.png
MULTI_GPT_0051,ajustar,"Referido a un evento, completar un determinado tiempo.",Las esperanzas radican en que hoy el clima en la región mejore y se pueda comenzar a solucionar el problema que ya ajusta 13 días.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/ajustar_1/literal_ajustar_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/ajustar_1/mixed_ajustar_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/ajustar_1/figurative_ajustar_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/joyita/literal_joyita.png
MULTI_GPT_0052,ajustar,Exigirle duramente a alguien que realice una tarea o cumpla con sus deberes.,Lo pillaron jugando en el puesto de trabajo y lo ajustaron.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/blanqueado_1/figurative_blanqueado_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/ajustar_2/literal_ajustar_2.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/ajustar_2/mixed_ajustar_2.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/ajustar_2/figurative_ajustar_2.png
MULTI_GPT_0053,ala,Mal olor de las axilas.,Perfume milagroso convierte ese 'golpe de ala' tan incómodo en una delicada fragancia.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/ala/literal_ala.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/ala/mixed_ala.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/ala/figurative_ala.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/presa/literal_presa.png
MULTI_GPT_0054,ala,Mostrar a una persona de manera indirecta el interés que se tiene por ella en términos amorosos.,"Por lo que veo, el hijo de don José le anda arrastrando el ala a la hija del médico.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/ala_1/mixed_ala_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/enredo/literal_enredo.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/ala_1/figurative_ala_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/ala_1/literal_ala_1.png
MULTI_GPT_0055,alarma,Estar preparado para tomar medidas de control ante alguna situación.,"Después de conocerse más de 11 mil 200 casos, de chikungunya en Cúcuta, se prendieron las alarmas.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/sudar/literal_sudar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/alarma/figurative_alarma.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/alarma/mixed_alarma.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/alarma/literal_alarma.png
MULTI_GPT_0056,alcanzado,"Referido a una persona, que cuenta con poco dinero para cumplir sus obligaciones.",Vive un poco alcanzada porque tiene que enviarle dinero a sus padres todos los meses.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/alcanzado/literal_alcanzado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/alcanzado/mixed_alcanzado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/alcanzado/figurative_alcanzado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/serrucho/mixed_serrucho.png
MULTI_GPT_0057,alegrías,Golosina redonda que se forma bañando maíz pira o millo con melao de panela o miel.,"A mí la boca también me sabe a coco, al arroz con coco, al coco de las alegrías.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/alegr%C3%ADas/mixed_alegr%C3%ADas.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/humor/literal_humor.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/alegr%C3%ADas/literal_alegr%C3%ADas.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/alegr%C3%ADas/figurative_alegr%C3%ADas.png
MULTI_GPT_0058,alerta,Estar preparada una persona para tomar medidas de control ante alguna situación.,Y de igual modo prender alertas rojas en el país para verificar zonas de riesgo en los municipios de Colombia.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/recomendar/literal_recomendar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/alerta/figurative_alerta.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/alerta/literal_alerta.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/alerta/mixed_alerta.png
MULTI_GPT_0059,aleta,Generar problemas y peleas con hechos o palabras.,"Se le advirtió, se le repitió que dejara de dar aleta, y se le preguntó: ¿quiere que se le colabore con la salida?",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/aleta/literal_aleta.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/cinta_pegante/figurative_cinta_pegante.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/aleta/mixed_aleta.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/aleta/figurative_aleta.png
MULTI_GPT_0060,aletear,Provocar a una persona a iniciar una discusión o una pelea.,"Yo sacaba a pelear a los que venía a 'aletiar', entonces decía “voy por el más parado, por la cabeza”, y buscaba al más bravo.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/bata/mixed_bata.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/aletear/figurative_aletear.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/aletear/mixed_aletear.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/aletear/literal_aletear.png
MULTI_GPT_0061,aletoso,"Referido a una persona, conflictiva, que provoca discusiones o peleas.",Se las da de aletoso y ni siquiera sabe pelear.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/aletoso/mixed_aletoso.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/aventado/figurative_aventado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/aletoso/figurative_aletoso.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/aletoso/literal_aletoso.png
MULTI_GPT_0062,alfabeto,"Referido a una persona, que sabe leer y escribir.",Según el estudio más del 50% de la población eran mujeres alfabetas.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/alfabeto/figurative_alfabeto.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/uniformado/mixed_uniformado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/alfabeto/mixed_alfabeto.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/alfabeto/literal_alfabeto.png
