id_modismo,modismo,significado,ejemplo,img_1,img_2,img_3,img_4,
MULTI_GEMINI_0039,agonía,Hambre.,Tengo una agonía en el estómago que con gusto me comería tu plato también.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/bulto/figurative_bulto.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/agon%C3%ADa/mixed_agon%C3%ADa.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/agon%C3%ADa/literal_agon%C3%ADa.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/agon%C3%ADa/figurative_agon%C3%ADa.png,
MULTI_GEMINI_0040,agonía,Desespero ante algo o alguien por su pasividad y lentitud.,"Como el viejo Anselmo que es una agonía, siempre que le cobro sale con que está sin cinco; y hay que ver lo que gasta esa gente.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/agon%C3%ADa_1/figurative_agon%C3%ADa_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/agon%C3%ADa_1/literal_agon%C3%ADa_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/agon%C3%ADa_1/mixed_agon%C3%ADa_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/botar_2/figurative_botar_2.png,
MULTI_GEMINI_0041,agregado,Persona que habita y trabaja en una propiedad rural ajena y que obtiene como ganancia parte de lo producido.,"Sin duda, la mano derecha del finquero es su agregado, de quien depende en muy buena parte la producción, la productividad y la renta que genere la finca.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/jalarle/literal_jalarle.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/agregado/figurative_agregado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/agregado/mixed_agregado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/agregado/literal_agregado.png,
MULTI_GEMINI_0042,agrio,"Referido a una persona, de mal carácter.","Su abuela paterna, una mujer agria y dominante, la cuidó desde sus cuatro años.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/agrio/figurative_agrio.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/breve/figurative_breve.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/agrio/literal_agrio.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/agrio/mixed_agrio.png,
MULTI_GEMINI_0043,agropecuario,"Referido a una persona, que tiene gustos grotescos, ordinaria.",Siempre que combinaba mal la ropa su tía arribista lo llamaba agropecuario.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/hacer_se_1/figurative_hacer_se_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/agropecuario/literal_agropecuario.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/agropecuario/figurative_agropecuario.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/agropecuario/mixed_agropecuario.png,
MULTI_GEMINI_0044,agua lulo,Fiesta que se hace en horas de la tarde y en la que no se ingieren licores.,"Los jóvenes aprovechaban sus tardes libres para disfrutar de las llamadas 'agua lulo', que eran fiestas en las que se bailaba salsa y se tomaba agua de lulo.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/agua_lulo/figurative_agua_lulo.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/agua_lulo/mixed_agua_lulo.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/gomoso_1/figurative_gomoso_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/agua_lulo/literal_agua_lulo.png,
MULTI_GEMINI_0045,aguas tibias,Ser de carácter poco firme e indeciso.,"Así es Lola Colón, el nombre artístico de este personaje de amores y odios, no es de aguas tibias.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/aguas_tibias/mixed_aguas_tibias.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/aguas_tibias/literal_aguas_tibias.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/aguas_tibias/figurative_aguas_tibias.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/retardo/literal_retardo.png,
MULTI_GEMINI_0046,agáchese,Puesto de venta informal o conjunto de estos puestos en el que se ofrecen diversidad de artículos  en el piso o en mesas muy bajas en los andenes de la ciudad.,La gente empezó a llamar a esos puestos los agáchese por la necesidad del cliente de doblarse por la cintura para alcanzar algún artículo que llamara su atención.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/ag%C3%A1chese/mixed_ag%C3%A1chese.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/ag%C3%A1chese/figurative_ag%C3%A1chese.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/descachar_1/figurative_descachar_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/ag%C3%A1chese/literal_ag%C3%A1chese.png,
MULTI_GEMINI_0047,ahogado,"Referido a un político, que ha perdido las elecciones.",Para Concejo su hermano resultó ahogado por un voto.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/ahogado/literal_ahogado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/ahogado/mixed_ahogado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/ahogado/figurative_ahogado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/asentar_los_cascos/literal_asentar_los_cascos.png,
MULTI_GEMINI_0048,ahorcado,"Referido a una persona, que cuenta con poco dinero para cubrir sus obligaciones.",Está ahorcado pagando las cuotas del apartamento.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/ahorcado/mixed_ahorcado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/ahorcado/figurative_ahorcado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/mona_2/literal_mona_2.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/ahorcado/literal_ahorcado.png,
MULTI_GEMINI_0049,ahorcar,"Presionar, apremiar a alguien los problemas, especialmente los económicos.",Aquí calidad de vida se entiende como no estar ahorcado durante casi todo el tiempo que se está pagando la vivienda.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/ahorcar/figurative_ahorcar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/ahorcar/mixed_ahorcar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/ahorcar/literal_ahorcar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/pinchado/figurative_pinchado.png,
MULTI_GEMINI_0050,ahí,"regular, medianamente",cómo estás? ahí,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/ah%C3%AD/figurative_ah%C3%AD.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/cag%C3%B3n_1/mixed_cag%C3%B3n_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/ah%C3%AD/literal_ah%C3%AD.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/ah%C3%AD/mixed_ah%C3%AD.png,
MULTI_GEMINI_0051,aire,"Sufrir un dolor muscular en alguna parte del cuerpo, especialmente en la espalda.","Abrí una ventana y tengo aire en el cuello, espalda y cintura.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/aire/literal_aire.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/aire/mixed_aire.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/aire/figurative_aire.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/jalador/literal_jalador.png,
MULTI_GEMINI_0052,ajetreo,Relación sexual.,Se vanaglorian de hacer el amor tres veces por noche y de reventar en pareja las cuerdas del mosquitero o de caerse en pleno ajetreo de la hamaca al suelo.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/billete/figurative_billete.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/ajetreo/literal_ajetreo.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/ajetreo/mixed_ajetreo.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/ajetreo/figurative_ajetreo.png,
MULTI_GEMINI_0053,ajustar,"Referido a una persona, llegar a cierta edad.","Ella es oriunda de Chiquinquirá, allá conoció a José Vicente, cuando ella apenas ajustaba 15 años.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/ajustar/literal_ajustar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/ajustar/mixed_ajustar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/ajustar/figurative_ajustar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/polic%C3%ADa/literal_polic%C3%ADa.png,
MULTI_GEMINI_0054,ajustar,"Referido a un evento, completar un determinado tiempo.",Las esperanzas radican en que hoy el clima en la región mejore y se pueda comenzar a solucionar el problema que ya ajusta 13 días.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/ajustar_1/mixed_ajustar_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/encarnizado/literal_encarnizado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/ajustar_1/figurative_ajustar_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/ajustar_1/literal_ajustar_1.png,
MULTI_GEMINI_0055,ajustar,Exigirle duramente a alguien que realice una tarea o cumpla con sus deberes.,Lo pillaron jugando en el puesto de trabajo y lo ajustaron.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/ser_una_tusa/literal_ser_una_tusa.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/ajustar_2/figurative_ajustar_2.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/ajustar_2/mixed_ajustar_2.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/ajustar_2/literal_ajustar_2.png,
MULTI_GEMINI_0056,ala,Mal olor de las axilas.,Perfume milagroso convierte ese 'golpe de ala' tan incómodo en una delicada fragancia.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/ala/literal_ala.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/ala/mixed_ala.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/ala/figurative_ala.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/salir/mixed_salir.png,
MULTI_GEMINI_0057,ala,Mostrar a una persona de manera indirecta el interés que se tiene por ella en términos amorosos.,"Por lo que veo, el hijo de don José le anda arrastrando el ala a la hija del médico.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/ala_1/mixed_ala_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/helado/literal_helado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/ala_1/literal_ala_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/ala_1/figurative_ala_1.png,
MULTI_GEMINI_0058,alarma,Estar preparado para tomar medidas de control ante alguna situación.,"Después de conocerse más de 11 mil 200 casos, de chikungunya en Cúcuta, se prendieron las alarmas.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/quinientas/literal_quinientas.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/alarma/figurative_alarma.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/alarma/literal_alarma.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/alarma/mixed_alarma.png,
MULTI_GEMINI_0059,alcanzado,"Referido a una persona, que cuenta con poco dinero para cumplir sus obligaciones.",Vive un poco alcanzada porque tiene que enviarle dinero a sus padres todos los meses.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/alcanzado/literal_alcanzado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/chupar_2/figurative_chupar_2.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/alcanzado/mixed_alcanzado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/alcanzado/figurative_alcanzado.png,
MULTI_GEMINI_0060,alegrías,Golosina redonda que se forma bañando maíz pira o millo con melao de panela o miel.,"A mí la boca también me sabe a coco, al arroz con coco, al coco de las alegrías.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/barril/mixed_barril.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/alegr%C3%ADas/figurative_alegr%C3%ADas.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/alegr%C3%ADas/mixed_alegr%C3%ADas.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/alegr%C3%ADas/literal_alegr%C3%ADas.png,
MULTI_GEMINI_0061,alerta,Estar preparada una persona para tomar medidas de control ante alguna situación.,Y de igual modo prender alertas rojas en el país para verificar zonas de riesgo en los municipios de Colombia.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/alerta/mixed_alerta.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/aterrizar/figurative_aterrizar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/alerta/figurative_alerta.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/alerta/literal_alerta.png,
MULTI_GEMINI_0062,aleta,Generar problemas y peleas con hechos o palabras.,"Se le advirtió, se le repitió que dejara de dar aleta, y se le preguntó: ¿quiere que se le colabore con la salida?",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/aleta/figurative_aleta.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/trabajoso/mixed_trabajoso.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/aleta/mixed_aleta.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/aleta/literal_aleta.png,
MULTI_GEMINI_0063,aletear,Provocar a una persona a iniciar una discusión o una pelea.,"Yo sacaba a pelear a los que venía a 'aletiar', entonces decía “voy por el más parado, por la cabeza”, y buscaba al más bravo.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/aletear/figurative_aletear.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/aletear/mixed_aletear.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/copiar/figurative_copiar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/aletear/literal_aletear.png,
MULTI_GEMINI_0064,aletoso,"Referido a una persona, conflictiva, que provoca discusiones o peleas.",Se las da de aletoso y ni siquiera sabe pelear.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/aletoso/literal_aletoso.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/empepado/figurative_empepado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/aletoso/figurative_aletoso.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/aletoso/mixed_aletoso.png,
MULTI_GEMINI_0065,alfabeto,"Referido a una persona, que sabe leer y escribir.",Según el estudio más del 50% de la población eran mujeres alfabetas.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/alfabeto/figurative_alfabeto.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/alfabeto/mixed_alfabeto.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/alfabeto/literal_alfabeto.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/bizcocho_1/mixed_bizcocho_1.png,
MULTI_GEMINI_0066,algo,"Comida ligera que se toma en las horas de la tarde, entre el almuerzo y la comida.","De los alimentos usados para “el algo” están: almojábana, pandequeso, buñuelo, pandeyuca, pandebono, calados, tostadas y panes de todo tipo.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/algo/mixed_algo.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/corrientazo/mixed_corrientazo.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/algo/literal_algo.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/algo/figurative_algo.png,
MULTI_GEMINI_0067,almuercero,"Trago de aguardiente, generalmente biche, que se toma como aperitivo en el almuerzo.",Cerca del medio día se tomó un almuercero para abrir el apetito.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/almuercero/literal_almuercero.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/almuercero/figurative_almuercero.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/almuercero/mixed_almuercero.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/bruja/mixed_bruja.png,
